#,日期-时间 (China Standard Time),Ch:2 - 温度   (°C),Ch:3 - 相对湿度   (%),Ch:4 - 光   (lux),露点   (°C),传感器已通电,传感器未通电,连接的主机,文件结尾
794,07/14/2023 15:12:06,27.676,59.62,28.47,19.13,,,,
795,07/14/2023 15:12:11,27.676,59.36,28.47,19.06,,,,
796,07/14/2023 15:12:16,27.674,59.59,28.47,19.12,,,,
797,07/14/2023 15:12:21,27.674,59.34,28.47,19.05,,,,
798,07/14/2023 15:12:26,27.673,59.18,28.47,19.01,,,,
799,07/14/2023 15:12:31,27.671,59.21,28.47,19.01,,,,
800,07/14/2023 15:12:36,27.67,59.64,28.47,19.13,,,,
801,07/14/2023 15:12:41,27.668,59.63,28.47,19.12,,,,
802,07/14/2023 15:12:46,27.665,59.61,28.47,19.11,,,,
803,07/14/2023 15:12:51,27.663,59.31,28.47,19.03,,,,
804,07/14/2023 15:12:56,27.66,59.3,28.47,19.03,,,,
805,07/14/2023 15:13:01,27.66,59.04,28.47,18.96,,,,
806,07/14/2023 15:13:06,27.659,59.1,28.47,18.97,,,,
807,07/14/2023 15:13:11,27.656,58.94,28.47,18.92,,,,
808,07/14/2023 15:13:16,27.654,59.24,28.47,19,,,,
809,07/14/2023 15:13:21,27.653,59.5,28.21,19.07,,,,
810,07/14/2023 15:13:26,27.65,59.51,28.21,19.07,,,,
811,07/14/2023 15:13:31,27.645,59.36,28.21,19.03,,,,
812,07/14/2023 15:13:36,27.642,59.47,23.12,19.06,,,,
813,07/14/2023 15:13:41,27.639,59.29,23.09,19,,,,
814,07/14/2023 15:13:46,27.637,59.17,23.12,18.97,,,,
815,07/14/2023 15:13:51,27.636,59.18,23.39,18.97,,,,
816,07/14/2023 15:13:56,27.633,59.25,23.39,18.99,,,,
817,07/14/2023 15:14:01,27.633,59.21,24.73,18.98,,,,
818,07/14/2023 15:14:06,27.626,59.21,24.46,18.97,,,,
819,07/14/2023 15:14:11,27.625,59.26,24.73,18.98,,,,
820,07/14/2023 15:14:16,27.625,59.13,24.46,18.95,,,,
821,07/14/2023 15:14:21,27.622,58.99,24.73,18.9,,,,
822,07/14/2023 15:14:26,27.622,58.85,24.73,18.87,,,,
823,07/14/2023 15:14:31,27.623,58.75,24.73,18.84,,,,
824,07/14/2023 15:14:36,27.623,58.56,24.46,18.79,,,,
825,07/14/2023 15:14:41,27.625,58.49,24.46,18.77,,,,
826,07/14/2023 15:14:46,27.625,58.71,24.46,18.83,,,,
827,07/14/2023 15:14:51,27.625,58.78,24.73,18.85,,,,
828,07/14/2023 15:14:56,27.625,58.83,24.73,18.87,,,,
829,07/14/2023 15:15:01,27.626,58.73,24.46,18.84,,,,
830,07/14/2023 15:15:06,27.628,58.49,24.46,18.77,,,,
831,07/14/2023 15:15:11,27.628,58.4,24.19,18.75,,,,
832,07/14/2023 15:15:16,27.63,58.49,24.19,18.78,,,,
833,07/14/2023 15:15:21,27.63,58.49,23.65,18.78,,,,
834,07/14/2023 15:15:26,27.63,58.53,23.65,18.79,,,,
835,07/14/2023 15:15:31,27.63,58.56,24.19,18.8,,,,
836,07/14/2023 15:15:36,27.628,58.5,24.46,18.78,,,,
837,07/14/2023 15:15:41,27.626,58.51,24.46,18.78,,,,
838,07/14/2023 15:15:46,27.625,58.42,24.46,18.75,,,,
839,07/14/2023 15:15:51,27.625,58.36,24.46,18.74,,,,
840,07/14/2023 15:15:56,27.625,58.18,24.46,18.69,,,,
841,07/14/2023 15:16:01,27.623,58.07,24.46,18.66,,,,
842,07/14/2023 15:16:06,27.622,58.02,24.46,18.64,,,,
843,07/14/2023 15:16:11,27.617,58.05,24.19,18.64,,,,
844,07/14/2023 15:16:16,27.614,58.03,24.46,18.64,,,,
845,07/14/2023 15:16:21,27.613,57.99,23.39,18.62,,,,
846,07/14/2023 15:16:26,27.614,57.95,23.39,18.61,,,,
847,07/14/2023 15:16:31,27.614,57.91,23.65,18.6,,,,
848,07/14/2023 15:16:36,27.61,57.95,24.73,18.61,,,,
849,07/14/2023 15:16:40,,,,,,,已记录,
850,07/14/2023 15:16:41,27.605,57.93,24.73,18.6,,,,
851,07/14/2023 15:16:46,27.6,57.96,21.75,18.6,,,,
852,07/14/2023 15:16:51,27.602,57.92,21.21,18.6,,,,
853,07/14/2023 15:16:56,27.6,57.85,24.46,18.57,,,,
854,07/14/2023 15:17:01,27.599,57.82,24.46,18.56,,,,
855,07/14/2023 15:17:06,27.6,57.82,24.46,18.56,,,,
856,07/14/2023 15:17:11,27.602,57.82,73.08,18.57,,,,
857,07/14/2023 15:17:16,27.603,57.81,71.46,18.56,,,,
858,07/14/2023 15:17:21,27.603,57.87,72,18.58,,,,
859,07/14/2023 15:17:26,27.605,57.83,60.16,18.57,,,,
860,07/14/2023 15:17:31,27.602,57.79,68.26,18.56,,,,
861,07/14/2023 15:17:36,27.6,57.78,68.8,18.55,,,,
862,07/14/2023 15:17:41,27.597,58.01,67.18,18.61,,,,
863,07/14/2023 15:17:46,27.597,58.45,65.58,18.74,,,,
864,07/14/2023 15:17:51,27.6,58.75,61.84,18.82,,,,
865,07/14/2023 15:17:56,27.603,58.87,61.3,18.86,,,,
866,07/14/2023 15:18:01,27.605,58.93,64.5,18.87,,,,
867,07/14/2023 15:18:06,27.608,59.29,61.22,18.97,,,,
868,07/14/2023 15:18:11,27.611,59.19,60.76,18.95,,,,
869,07/14/2023 15:18:16,27.613,59.14,55.88,18.94,,,,
870,07/14/2023 15:18:21,27.61,58.81,55.88,18.84,,,,
871,07/14/2023 15:18:26,27.606,58.52,56.42,18.76,,,,
872,07/14/2023 15:18:31,27.608,58.97,54.26,18.89,,,,
873,07/14/2023 15:18:36,27.608,58.76,56.94,18.83,,,,
874,07/14/2023 15:18:41,27.61,58.63,51.6,18.8,,,,
875,07/14/2023 15:18:46,27.614,58.82,55.34,18.85,,,,
876,07/14/2023 15:18:51,27.617,58.85,59.16,18.86,,,,
877,07/14/2023 15:18:56,27.62,58.71,55.88,18.83,,,,
878,07/14/2023 15:19:01,27.622,58.56,56.42,18.79,,,,
879,07/14/2023 15:19:06,27.625,58.72,55.88,18.84,,,,
880,07/14/2023 15:19:11,27.626,58.53,55.34,18.78,,,,
881,07/14/2023 15:19:16,27.63,58.76,59.08,18.85,,,,
882,07/14/2023 15:19:21,27.63,58.6,59.08,18.81,,,,
883,07/14/2023 15:19:26,27.631,58.71,58.56,18.84,,,,
884,07/14/2023 15:19:31,27.634,59.03,57.48,18.93,,,,
885,07/14/2023 15:19:36,27.636,58.71,55.34,18.84,,,,
886,07/14/2023 15:19:41,27.636,58.5,56.42,18.79,,,,
887,07/14/2023 15:19:46,27.637,58.46,57.48,18.78,,,,
888,07/14/2023 15:19:51,27.64,58.92,56.94,18.9,,,,
889,07/14/2023 15:19:56,27.643,59.28,56.94,19,,,,
890,07/14/2023 15:20:01,27.646,59.35,56.94,19.03,,,,
891,07/14/2023 15:20:06,27.65,59.33,56.42,19.02,,,,
892,07/14/2023 15:20:11,27.653,59.08,57.48,18.96,,,,
893,07/14/2023 15:20:16,27.656,58.99,60.76,18.94,,,,
894,07/14/2023 15:20:21,27.657,58.87,62.9,18.91,,,,
895,07/14/2023 15:20:26,27.66,59.05,67.18,18.96,,,,
896,07/14/2023 15:20:31,27.662,59,61.3,18.94,,,,
897,07/14/2023 15:20:36,27.663,58.64,54.8,18.85,,,,
898,07/14/2023 15:20:41,27.663,58.44,56.94,18.79,,,,
899,07/14/2023 15:20:46,27.666,58.77,58.56,18.89,,,,
900,07/14/2023 15:20:51,27.67,59.24,56.42,19.02,,,,
901,07/14/2023 15:20:56,27.671,58.94,56.94,18.94,,,,
902,07/14/2023 15:21:01,27.676,59.36,58.56,19.06,,,,
903,07/14/2023 15:21:06,27.676,59.35,60.22,19.05,,,,
904,07/14/2023 15:21:11,27.677,59.12,62.36,18.99,,,,
905,07/14/2023 15:21:16,27.674,58.58,61.22,18.84,,,,
906,07/14/2023 15:21:21,27.67,58.23,60.76,18.74,,,,
907,07/14/2023 15:21:26,27.67,58.25,59.08,18.75,,,,
908,07/14/2023 15:21:31,27.671,58.1,58.56,18.71,,,,
909,07/14/2023 15:21:36,27.671,58.28,64.5,18.76,,,,
910,07/14/2023 15:21:41,27.673,58.19,62.9,18.74,,,,
911,07/14/2023 15:21:46,27.673,57.9,56.42,18.65,,,,
912,07/14/2023 15:21:51,27.673,57.75,55.88,18.61,,,,
913,07/14/2023 15:21:56,27.674,57.76,53.2,18.62,,,,
914,07/14/2023 15:22:01,27.674,57.7,53.74,18.6,,,,
915,07/14/2023 15:22:06,27.674,57.53,53.2,18.55,,,,
916,07/14/2023 15:22:11,27.674,57.46,56.94,18.53,,,,
917,07/14/2023 15:22:16,27.674,57.46,56.94,18.54,,,,
918,07/14/2023 15:22:21,27.674,57.32,56.94,18.5,,,,
919,07/14/2023 15:22:26,27.674,57.1,56.94,18.43,,,,
920,07/14/2023 15:22:31,27.673,57.04,62.36,18.42,,,,
921,07/14/2023 15:22:36,27.665,56.68,68.8,18.31,,,,
922,07/14/2023 15:22:41,27.659,56.54,69.32,18.26,,,,
923,07/14/2023 15:22:46,27.659,56.76,69.32,18.32,,,,
924,07/14/2023 15:22:51,27.662,56.98,68.26,18.39,,,,
925,07/14/2023 15:22:56,27.663,57.14,56.94,18.43,,,,
926,07/14/2023 15:23:01,27.662,57.28,70.94,18.47,,,,
927,07/14/2023 15:23:06,27.654,57.13,56.94,18.42,,,,
928,07/14/2023 15:23:11,27.656,57.11,20.41,18.42,,,,
929,07/14/2023 15:23:16,27.654,56.79,21.21,18.33,,,,
930,07/14/2023 15:23:21,27.656,56.5,24.73,18.25,,,,
931,07/14/2023 15:23:26,27.656,56.13,24.99,18.14,,,,
932,07/14/2023 15:23:31,27.656,56.01,24.73,18.11,,,,
933,07/14/2023 15:23:36,27.656,56.14,24.73,18.15,,,,
934,07/14/2023 15:23:41,27.657,56.1,24.99,18.14,,,,
935,07/14/2023 15:23:46,27.657,55.95,24.99,18.09,,,,
936,07/14/2023 15:23:51,27.657,55.96,24.99,18.1,,,,
937,07/14/2023 15:23:56,27.657,55.97,24.73,18.1,,,,
938,07/14/2023 15:24:01,27.654,55.44,24.99,17.95,,,,
939,07/14/2023 15:24:06,27.653,54.91,24.99,17.79,,,,
940,07/14/2023 15:24:11,27.651,54.86,77.42,17.77,,,,
941,07/14/2023 15:24:16,27.65,55.16,26.06,17.86,,,,
942,07/14/2023 15:24:21,27.65,55.67,25.26,18.01,,,,
943,07/14/2023 15:24:26,27.65,55.73,25.53,18.02,,,,
944,07/14/2023 15:24:31,27.648,55.52,24.99,17.96,,,,
945,07/14/2023 15:24:36,27.648,55.3,24.73,17.9,,,,
946,07/14/2023 15:24:41,27.648,54.8,24.73,17.75,,,,
947,07/14/2023 15:24:46,27.646,54.59,24.73,17.69,,,,
948,07/14/2023 15:24:51,27.645,54.82,24.73,17.76,,,,
949,07/14/2023 15:24:56,27.643,55.09,24.73,17.84,,,,
950,07/14/2023 15:25:01,27.637,55.15,24.73,17.84,,,,
951,07/14/2023 15:25:06,27.625,54.48,24.73,17.64,,,,
952,07/14/2023 15:25:11,27.62,54.14,24.73,17.54,,,,
953,07/14/2023 15:25:16,27.619,54.39,24.46,17.61,,,,
954,07/14/2023 15:25:21,27.62,54.93,24.46,17.77,,,,
955,07/14/2023 15:25:26,27.62,55,24.46,17.79,,,,
956,07/14/2023 15:25:31,27.619,55.08,24.73,17.81,,,,
957,07/14/2023 15:25:36,27.614,54.72,24.73,17.7,,,,
958,07/14/2023 15:25:41,27.614,55.14,24.73,17.82,,,,
959,07/14/2023 15:25:46,27.614,55.02,24.73,17.78,,,,
960,07/14/2023 15:25:51,27.614,54.97,24.73,17.77,,,,
961,07/14/2023 15:25:56,27.613,55.08,24.73,17.8,,,,
962,07/14/2023 15:26:01,27.611,55.09,24.73,17.8,,,,
963,07/14/2023 15:26:06,27.608,54.57,24.46,17.65,,,,
964,07/14/2023 15:26:11,27.603,54.26,24.46,17.55,,,,
965,07/14/2023 15:26:16,27.597,54.36,24.19,17.58,,,,
966,07/14/2023 15:26:21,27.596,54.82,24.19,17.71,,,,
967,07/14/2023 15:26:26,27.596,55.81,24.73,18,,,,
968,07/14/2023 15:26:31,27.594,55.8,24.73,17.99,,,,
969,07/14/2023 15:26:36,27.593,55.61,24.19,17.93,,,,
970,07/14/2023 15:26:41,27.591,55.6,27.13,17.93,,,,
971,07/14/2023 15:26:46,27.58,55.6,27.94,17.92,,,,
972,07/14/2023 15:26:51,27.577,55.63,27.94,17.93,,,,
973,07/14/2023 15:26:56,27.579,55.85,27.94,17.99,,,,
974,07/14/2023 15:27:01,27.576,55.98,27.94,18.03,,,,
975,07/14/2023 15:27:06,27.569,56.07,27.94,18.05,,,,
976,07/14/2023 15:27:11,27.556,55.94,27.94,17.99,,,,
977,07/14/2023 15:27:16,27.548,56.03,27.94,18.01,,,,
978,07/14/2023 15:27:21,27.543,56.15,28.21,18.04,,,,
979,07/14/2023 15:27:26,27.533,56.17,27.94,18.04,,,,
980,07/14/2023 15:27:31,27.523,56.29,27.94,18.06,,,,
981,07/14/2023 15:27:36,27.517,56.57,27.94,18.14,,,,
982,07/14/2023 15:27:41,27.509,56.7,27.94,18.17,,,,
983,07/14/2023 15:27:46,27.499,56.78,27.94,18.18,,,,
984,07/14/2023 15:27:51,27.491,56.73,28.21,18.16,,,,
985,07/14/2023 15:27:56,27.466,56.4,28.21,18.04,,,,
986,07/14/2023 15:28:01,27.465,56.53,28.21,18.08,,,,
987,07/14/2023 15:28:06,27.463,56.49,28.21,18.07,,,,
988,07/14/2023 15:28:11,27.465,56.67,27.94,18.12,,,,
989,07/14/2023 15:28:16,27.463,56.61,28.21,18.1,,,,
990,07/14/2023 15:28:21,27.462,56.58,28.21,18.09,,,,
991,07/14/2023 15:28:26,27.463,56.59,28.21,18.09,,,,
992,07/14/2023 15:28:31,27.465,56.74,28.21,18.14,,,,
993,07/14/2023 15:28:36,27.465,56.93,28.21,18.19,,,,
994,07/14/2023 15:28:41,27.465,57,28.21,18.21,,,,
995,07/14/2023 15:28:46,27.462,56.96,28.21,18.2,,,,
996,07/14/2023 15:28:51,27.459,56.99,28.21,18.2,,,,
997,07/14/2023 15:28:56,27.448,57.09,28.21,18.22,,,,
998,07/14/2023 15:29:01,27.445,57.15,28.21,18.23,,,,
999,07/14/2023 15:29:06,27.437,57.23,28.21,18.25,,,,
1000,07/14/2023 15:29:11,27.434,57.27,28.21,18.26,,,,
1001,07/14/2023 15:29:16,27.425,57.24,28.21,18.24,,,,
1002,07/14/2023 15:29:21,27.416,57.23,27.94,18.23,,,,
1003,07/14/2023 15:29:26,27.413,57.26,28.21,18.23,,,,
1004,07/14/2023 15:29:31,27.413,57.28,28.21,18.24,,,,
1005,07/14/2023 15:29:36,27.399,57.25,28.21,18.22,,,,
1006,07/14/2023 15:29:41,27.393,57.21,28.21,18.2,,,,
1007,07/14/2023 15:29:46,27.389,57.17,28.21,18.19,,,,
1008,07/14/2023 15:29:51,27.386,57.08,28.21,18.16,,,,
1009,07/14/2023 15:29:56,27.388,57.02,28.21,18.14,,,,
1010,07/14/2023 15:30:01,27.388,56.97,28.21,18.13,,,,
1011,07/14/2023 15:30:06,27.386,56.76,28.21,18.07,,,,
1012,07/14/2023 15:30:11,27.382,56.85,28.21,18.09,,,,
1013,07/14/2023 15:30:16,27.376,56.92,28.21,18.1,,,,
1014,07/14/2023 15:30:21,27.37,56.95,28.21,18.11,,,,
1015,07/14/2023 15:30:26,27.371,56.98,28.21,18.12,,,,
1016,07/14/2023 15:30:31,27.371,57.18,28.21,18.17,,,,
1017,07/14/2023 15:30:36,27.363,57.36,28.21,18.22,,,,
1018,07/14/2023 15:30:41,27.363,57.44,28.21,18.24,,,,
1019,07/14/2023 15:30:46,27.366,57.37,28.21,18.22,,,,
1020,07/14/2023 15:30:51,27.371,57.33,28.21,18.21,,,,
1021,07/14/2023 15:30:56,27.374,57.32,28.21,18.22,,,,
1022,07/14/2023 15:31:01,27.379,57.31,28.21,18.22,,,,
1023,07/14/2023 15:31:06,27.382,57.32,28.21,18.22,,,,
1024,07/14/2023 15:31:11,27.383,57.48,28.21,18.27,,,,
1025,07/14/2023 15:31:16,27.379,57.81,28.21,18.36,,,,
1026,07/14/2023 15:31:21,27.379,57.8,28.21,18.35,,,,
1027,07/14/2023 15:31:26,27.38,57.85,28.21,18.37,,,,
1028,07/14/2023 15:31:31,27.379,58.17,28.21,18.45,,,,
1029,07/14/2023 15:31:36,27.376,58.41,28.21,18.52,,,,
1030,07/14/2023 15:31:41,27.374,58.6,28.21,18.57,,,,
1031,07/14/2023 15:31:46,27.371,58.66,28.21,18.58,,,,
1032,07/14/2023 15:31:51,27.365,58.82,28.21,18.62,,,,
1033,07/14/2023 15:31:56,27.36,59.11,28.21,18.69,,,,
1034,07/14/2023 15:32:01,27.36,59.24,28.21,18.73,,,,
1035,07/14/2023 15:32:06,27.366,58.83,28.21,18.62,,,,
1036,07/14/2023 15:32:11,27.371,58.5,28.21,18.54,,,,
1037,07/14/2023 15:32:16,27.374,58.79,28.21,18.62,,,,
1038,07/14/2023 15:32:21,27.368,59.38,28.21,18.77,,,,
1039,07/14/2023 15:32:26,27.366,59.48,28.21,18.8,,,,
1040,07/14/2023 15:32:31,27.37,59.17,28.21,18.72,,,,
1041,07/14/2023 15:32:36,27.366,59.49,28.21,18.8,,,,
1042,07/14/2023 15:32:41,27.37,59.59,28.21,18.83,,,,
1043,07/14/2023 15:32:46,27.371,59.78,28.21,18.88,,,,
1044,07/14/2023 15:32:51,27.37,59.92,28.21,18.92,,,,
1045,07/14/2023 15:32:56,27.37,59.95,28.21,18.93,,,,
1046,07/14/2023 15:33:01,27.373,59.84,27.94,18.9,,,,
1047,07/14/2023 15:33:06,27.377,59.84,28.21,18.91,,,,
1048,07/14/2023 15:33:11,27.38,59.69,28.21,18.87,,,,
1049,07/14/2023 15:33:16,27.382,59.6,27.94,18.85,,,,
1050,07/14/2023 15:33:21,27.385,59.5,27.94,18.82,,,,
1051,07/14/2023 15:33:26,27.388,59.22,28.21,18.75,,,,
1052,07/14/2023 15:33:31,27.391,59.05,28.21,18.71,,,,
1053,07/14/2023 15:33:36,27.394,58.78,28.21,18.63,,,,
1054,07/14/2023 15:33:41,27.397,58.7,28.21,18.62,,,,
1055,07/14/2023 15:33:46,27.4,58.94,28.21,18.68,,,,
1056,07/14/2023 15:33:51,27.402,59.29,28.21,18.78,,,,
1057,07/14/2023 15:33:56,27.403,59.7,28.21,18.89,,,,
1058,07/14/2023 15:34:01,27.403,59.97,28.21,18.96,,,,
1059,07/14/2023 15:34:06,27.405,59.76,28.21,18.91,,,,
1060,07/14/2023 15:34:11,27.406,59.66,28.21,18.89,,,,
1061,07/14/2023 15:34:16,27.408,59.69,28.21,18.89,,,,
1062,07/14/2023 15:34:21,27.408,59.84,28.21,18.94,,,,
1063,07/14/2023 15:34:26,27.408,60.17,28.21,19.02,,,,
1064,07/14/2023 15:34:31,27.408,60.33,28.21,19.07,,,,
1065,07/14/2023 15:34:36,27.408,60.4,28.21,19.08,,,,
1066,07/14/2023 15:34:41,27.409,60.13,28.21,19.01,,,,
1067,07/14/2023 15:34:46,27.413,59.81,28.21,18.93,,,,
1068,07/14/2023 15:34:51,27.416,59.54,28.21,18.86,,,,
1069,07/14/2023 15:34:56,27.419,59.35,28.21,18.81,,,,
1070,07/14/2023 15:35:01,27.422,59.59,28.21,18.88,,,,
1071,07/14/2023 15:35:06,27.422,60.08,28.21,19.01,,,,
1072,07/14/2023 15:35:11,27.423,60.16,28.21,19.03,,,,
1073,07/14/2023 15:35:16,27.425,60.08,28.21,19.01,,,,
1074,07/14/2023 15:35:21,27.426,59.9,27.94,18.97,,,,
1075,07/14/2023 15:35:26,27.426,60.06,27.94,19.01,,,,
1076,07/14/2023 15:35:31,27.426,60.18,27.94,19.04,,,,
1077,07/14/2023 15:35:36,27.426,60.28,28.21,19.07,,,,
1078,07/14/2023 15:35:41,27.428,60.05,27.94,19.01,,,,
1079,07/14/2023 15:35:46,27.429,59.97,29.28,18.99,,,,
1080,07/14/2023 15:35:51,27.431,60.03,27.94,19.01,,,,
1081,07/14/2023 15:35:56,27.433,60.15,27.94,19.04,,,,
1082,07/14/2023 15:36:01,27.434,60.06,27.94,19.02,,,,
1083,07/14/2023 15:36:06,27.436,60.02,27.94,19.01,,,,
1084,07/14/2023 15:36:11,27.436,60.18,27.94,19.05,,,,
1085,07/14/2023 15:36:16,27.437,60.18,27.94,19.05,,,,
1086,07/14/2023 15:36:21,27.437,60.28,27.94,19.08,,,,
1087,07/14/2023 15:36:26,27.437,60.31,27.94,19.09,,,,
1088,07/14/2023 15:36:31,27.439,60.39,27.94,19.11,,,,
1089,07/14/2023 15:36:36,27.44,60.33,27.94,19.1,,,,
1090,07/14/2023 15:36:41,27.443,60.31,28.21,19.09,,,,
1091,07/14/2023 15:36:46,27.443,60.21,27.94,19.07,,,,
1092,07/14/2023 15:36:51,27.443,60.29,27.94,19.09,,,,
1093,07/14/2023 15:36:56,27.446,59.97,27.94,19.01,,,,
1094,07/14/2023 15:37:01,27.448,59.73,27.94,18.94,,,,
1095,07/14/2023 15:37:06,27.449,59.62,27.94,18.91,,,,
1096,07/14/2023 15:37:11,27.451,59.57,27.94,18.9,,,,
1097,07/14/2023 15:37:16,27.454,59.49,27.94,18.88,,,,
1098,07/14/2023 15:37:21,27.456,59.53,27.94,18.9,,,,
1099,07/14/2023 15:37:26,27.457,59.53,27.94,18.9,,,,
1100,07/14/2023 15:37:31,27.459,59.52,27.94,18.9,,,,
1101,07/14/2023 15:37:36,27.459,59.56,27.94,18.91,,,,
1102,07/14/2023 15:37:41,27.459,59.5,27.94,18.89,,,,
1103,07/14/2023 15:37:46,27.46,59.49,27.94,18.89,,,,
1104,07/14/2023 15:37:51,27.462,59.32,27.94,18.85,,,,
1105,07/14/2023 15:37:56,27.463,59.42,27.94,18.88,,,,
1106,07/14/2023 15:38:01,27.465,59.45,27.94,18.88,,,,
1107,07/14/2023 15:38:06,27.466,59.41,27.94,18.87,,,,
1108,07/14/2023 15:38:11,27.468,59.41,27.94,18.88,,,,
1109,07/14/2023 15:38:16,27.469,59.34,27.94,18.86,,,,
1110,07/14/2023 15:38:21,27.471,59.39,27.94,18.87,,,,
1111,07/14/2023 15:38:26,27.473,59.37,27.94,18.87,,,,
1112,07/14/2023 15:38:31,27.473,59.45,27.94,18.89,,,,
1113,07/14/2023 15:38:36,27.473,59.56,27.94,18.92,,,,
1114,07/14/2023 15:38:41,27.474,59.63,27.94,18.94,,,,
1115,07/14/2023 15:38:46,27.474,59.59,27.94,18.93,,,,
1116,07/14/2023 15:38:51,27.476,59.51,27.94,18.91,,,,
1117,07/14/2023 15:38:56,27.477,59.31,27.94,18.86,,,,
1118,07/14/2023 15:39:01,27.477,59.27,27.94,18.85,,,,
1119,07/14/2023 15:39:06,27.479,59.31,27.94,18.86,,,,
1120,07/14/2023 15:39:11,27.48,59.36,27.94,18.87,,,,
1121,07/14/2023 15:39:16,27.479,59.49,27.94,18.91,,,,
1122,07/14/2023 15:39:21,27.48,59.46,27.94,18.9,,,,
1123,07/14/2023 15:39:26,27.48,59.47,27.94,18.9,,,,
1124,07/14/2023 15:39:31,27.48,59.44,27.94,18.89,,,,
1125,07/14/2023 15:39:36,27.48,59.35,27.94,18.87,,,,
1126,07/14/2023 15:39:41,27.48,59.29,27.94,18.85,,,,
1127,07/14/2023 15:39:46,27.482,59.27,27.94,18.85,,,,
1128,07/14/2023 15:39:51,27.483,59.29,27.94,18.86,,,,
1129,07/14/2023 15:39:56,27.483,59.29,27.94,18.86,,,,
1130,07/14/2023 15:40:01,27.485,59.21,27.94,18.84,,,,
1131,07/14/2023 15:40:06,27.483,58.97,27.94,18.77,,,,
1132,07/14/2023 15:40:11,27.479,58.82,27.94,18.73,,,,
1133,07/14/2023 15:40:16,27.477,58.66,27.94,18.68,,,,
1134,07/14/2023 15:40:21,27.477,58.53,27.94,18.65,,,,
1135,07/14/2023 15:40:26,27.479,58.57,27.94,18.66,,,,
1136,07/14/2023 15:40:31,27.479,58.9,27.94,18.75,,,,
1137,07/14/2023 15:40:36,27.479,59.34,27.94,18.87,,,,
1138,07/14/2023 15:40:41,27.477,59.27,27.94,18.85,,,,
1139,07/14/2023 15:40:46,27.476,59.02,27.94,18.78,,,,
1140,07/14/2023 15:40:51,27.476,58.72,27.94,18.69,,,,
1141,07/14/2023 15:40:56,27.474,58.29,27.94,18.58,,,,
1142,07/14/2023 15:41:01,27.469,58.13,27.94,18.53,,,,
1143,07/14/2023 15:41:06,27.468,57.95,27.94,18.48,,,,
1144,07/14/2023 15:41:11,27.468,57.71,27.94,18.41,,,,
1145,07/14/2023 15:41:16,27.469,57.52,27.94,18.36,,,,
1146,07/14/2023 15:41:21,27.469,57.61,27.94,18.38,,,,
1147,07/14/2023 15:41:26,27.468,57.56,27.94,18.37,,,,
1148,07/14/2023 15:41:31,27.465,57.59,27.94,18.38,,,,
1149,07/14/2023 15:41:36,27.462,57.79,27.94,18.43,,,,
1150,07/14/2023 15:41:41,27.462,57.85,27.94,18.44,,,,
1151,07/14/2023 15:41:46,27.46,57.55,27.94,18.36,,,,
1152,07/14/2023 15:41:51,27.457,57.32,27.94,18.29,,,,
1153,07/14/2023 15:41:56,27.454,57.4,27.67,18.31,,,,
1154,07/14/2023 15:42:01,27.453,57.59,27.67,18.36,,,,
1155,07/14/2023 15:42:06,27.453,57.79,27.94,18.42,,,,
1156,07/14/2023 15:42:11,27.451,57.88,27.94,18.44,,,,
1157,07/14/2023 15:42:16,27.451,58.15,27.94,18.52,,,,
1158,07/14/2023 15:42:21,27.449,58.25,27.94,18.54,,,,
1159,07/14/2023 15:42:26,27.448,58.29,27.67,18.55,,,,
1160,07/14/2023 15:42:31,27.446,58.51,27.67,18.61,,,,
1161,07/14/2023 15:42:36,27.448,58.04,27.94,18.48,,,,
1162,07/14/2023 15:42:41,27.449,57.2,27.94,18.25,,,,
1163,07/14/2023 15:42:46,27.449,57.51,27.94,18.34,,,,
1164,07/14/2023 15:42:51,27.448,58.18,27.94,18.52,,,,
1165,07/14/2023 15:42:56,27.443,58.58,27.94,18.63,,,,
1166,07/14/2023 15:43:01,27.439,58.84,27.94,18.69,,,,
1167,07/14/2023 15:43:06,27.437,58.93,27.94,18.72,,,,
1168,07/14/2023 15:43:11,27.436,58.71,27.94,18.66,,,,
1169,07/14/2023 15:43:16,27.437,57.94,27.94,18.44,,,,
1170,07/14/2023 15:43:21,27.431,58.14,27.94,18.49,,,,
1171,07/14/2023 15:43:26,27.429,58.12,27.94,18.49,,,,
1172,07/14/2023 15:43:31,27.423,58.14,27.94,18.49,,,,
1173,07/14/2023 15:43:36,27.422,58.5,27.67,18.59,,,,
1174,07/14/2023 15:43:41,27.42,58.36,27.67,18.54,,,,
1175,07/14/2023 15:43:46,27.422,57.89,27.94,18.42,,,,
1176,07/14/2023 15:43:51,27.423,57.58,27.94,18.33,,,,
1177,07/14/2023 15:43:56,27.426,57.38,27.94,18.28,,,,
1178,07/14/2023 15:44:01,27.428,57.27,27.94,18.25,,,,
1179,07/14/2023 15:44:06,27.426,57.97,27.94,18.44,,,,
1180,07/14/2023 15:44:11,27.425,58.51,27.94,18.59,,,,
1181,07/14/2023 15:44:16,27.425,58.7,27.94,18.64,,,,
1182,07/14/2023 15:44:21,27.425,58.66,27.94,18.63,,,,
1183,07/14/2023 15:44:26,27.423,58.82,27.94,18.67,,,,
1184,07/14/2023 15:44:31,27.422,59.05,27.94,18.73,,,,
1185,07/14/2023 15:44:36,27.425,58.63,27.67,18.62,,,,
