#,日期-时间 (China Standard Time),Ch:2 - 温度   (°C),Ch:3 - 相对湿度   (%),Ch:4 - 光   (lux),露点   (°C),连接的主机,文件结尾
844,07/14/2023 15:15:55,26.837,60.29,27.33,18.52,,
845,07/14/2023 15:16:00,26.837,60.19,27.08,18.49,,
846,07/14/2023 15:16:05,26.837,60.17,27.08,18.49,,
847,07/14/2023 15:16:10,26.836,60.14,27.33,18.48,,
848,07/14/2023 15:16:15,26.837,60.1,27.08,18.47,,
849,07/14/2023 15:16:20,26.836,60.01,25.56,18.44,,
850,07/14/2023 15:16:25,26.836,59.95,25.81,18.43,,
851,07/14/2023 15:16:30,26.836,59.93,24.82,18.42,,
852,07/14/2023 15:16:35,26.837,59.88,27.33,18.41,,
853,07/14/2023 15:16:40,26.837,59.87,27.33,18.41,,
854,07/14/2023 15:16:45,26.839,59.86,15.12,18.41,,
855,07/14/2023 15:16:50,26.839,59.8,19.86,18.39,,
856,07/14/2023 15:16:55,26.84,59.8,27.33,18.39,,
857,07/14/2023 15:17:00,26.842,59.78,27.33,18.39,,
858,07/14/2023 15:17:05,26.843,59.77,27.58,18.39,,
859,07/14/2023 15:17:10,26.845,59.77,75.6,18.39,,
860,07/14/2023 15:17:15,26.846,59.77,71.64,18.39,,
861,07/14/2023 15:17:20,26.848,59.75,69.16,18.38,,
862,07/14/2023 15:17:25,26.848,59.69,65.62,18.37,,
863,07/14/2023 15:17:30,26.849,59.69,45.74,18.37,,
864,07/14/2023 15:17:35,26.852,59.94,45.24,18.44,,
865,07/14/2023 15:17:40,26.857,60,47.22,18.46,,
866,07/14/2023 15:17:45,26.86,60.04,47.72,18.47,,
867,07/14/2023 15:17:50,26.865,60.04,41.2,18.48,,
868,07/14/2023 15:17:55,26.871,60.42,35.26,18.58,,
869,07/14/2023 15:18:00,26.877,60.47,16.61,18.6,,
870,07/14/2023 15:18:05,26.882,60.37,46.72,18.58,,
871,07/14/2023 15:18:10,26.882,60.08,35.76,18.51,,
872,07/14/2023 15:18:15,26.889,60.22,57.7,18.55,,
873,07/14/2023 15:18:20,26.895,60.35,56.2,18.59,,
874,07/14/2023 15:18:25,26.9,60.34,55.7,18.59,,
875,07/14/2023 15:18:30,26.906,60.12,56.7,18.54,,
876,07/14/2023 15:18:35,26.911,60.1,48.7,18.54,,
877,07/14/2023 15:18:40,26.915,60.05,49.7,18.53,,
878,07/14/2023 15:18:45,26.92,60.13,54.66,18.55,,
879,07/14/2023 15:18:50,26.926,60.13,55.16,18.56,,
880,07/14/2023 15:18:55,26.931,60.18,54.72,18.58,,
881,07/14/2023 15:19:00,26.938,60.19,56.2,18.59,,
882,07/14/2023 15:19:05,26.943,60.1,56.7,18.57,,
883,07/14/2023 15:19:10,26.949,60.13,55.7,18.58,,
884,07/14/2023 15:19:15,26.954,60.12,56.2,18.58,,
885,07/14/2023 15:19:20,26.96,60.13,51.18,18.59,,
886,07/14/2023 15:19:25,26.964,60.03,51.68,18.57,,
887,07/14/2023 15:19:30,26.967,60.03,50.68,18.57,,
888,07/14/2023 15:19:35,26.97,59.95,44.74,18.56,,
889,07/14/2023 15:19:40,26.974,59.84,42.26,18.53,,
890,07/14/2023 15:19:45,26.978,59.78,41.76,18.52,,
891,07/14/2023 15:19:50,26.981,59.73,34.76,18.5,,
892,07/14/2023 15:19:55,26.986,59.74,34.76,18.51,,
893,07/14/2023 15:20:00,26.99,59.76,37.24,18.52,,
894,07/14/2023 15:20:05,26.997,59.81,37.74,18.54,已记录,
895,07/14/2023 15:20:10,27.001,59.77,44.24,18.54,,
896,07/14/2023 15:20:15,27.029,60.16,52.18,18.67,,
897,07/14/2023 15:20:20,27.041,60.16,59.18,18.68,,
898,07/14/2023 15:20:25,27.041,59.84,63.64,18.59,,
899,07/14/2023 15:20:30,27.041,59.65,56.7,18.54,,
900,07/14/2023 15:20:35,27.041,59.53,50.68,18.51,,
901,07/14/2023 15:20:40,27.041,59.44,47.22,18.48,,
902,07/14/2023 15:20:45,27.044,59.47,26.58,18.49,,
903,07/14/2023 15:20:50,27.047,59.49,42.76,18.5,,
904,07/14/2023 15:20:55,27.05,59.5,51.18,18.51,,
905,07/14/2023 15:21:00,27.055,59.53,49.7,18.52,,
906,07/14/2023 15:21:05,27.059,59.6,57.2,18.54,,
907,07/14/2023 15:21:10,27.064,59.54,60.18,18.53,,
908,07/14/2023 15:21:15,27.067,59.38,56.7,18.49,,
909,07/14/2023 15:21:20,27.064,58.96,58.18,18.38,,
910,07/14/2023 15:21:25,27.064,58.72,58.18,18.31,,
911,07/14/2023 15:21:30,27.066,58.44,55.7,18.24,,
912,07/14/2023 15:21:35,27.067,58.13,54.22,18.15,,
913,07/14/2023 15:21:40,27.069,58.15,53.16,18.16,,
914,07/14/2023 15:21:45,27.07,58.05,49.2,18.13,,
915,07/14/2023 15:21:50,27.072,57.99,48.7,18.12,,
916,07/14/2023 15:21:55,27.072,57.92,49.2,18.1,,
917,07/14/2023 15:22:00,27.073,57.78,50.2,18.06,,
918,07/14/2023 15:22:05,27.075,57.76,50.2,18.06,,
919,07/14/2023 15:22:10,27.075,57.67,49.7,18.03,,
920,07/14/2023 15:22:15,27.076,57.54,49.2,18,,
921,07/14/2023 15:22:20,27.078,57.47,51.68,17.98,,
922,07/14/2023 15:22:25,27.079,57.3,51.68,17.93,,
923,07/14/2023 15:22:30,27.079,57.23,51.18,17.92,,
924,07/14/2023 15:22:35,27.079,57.28,56.2,17.93,,
925,07/14/2023 15:22:40,27.076,57.03,54.72,17.86,,
926,07/14/2023 15:22:45,27.075,56.79,56.2,17.79,,
927,07/14/2023 15:22:50,27.072,57,54.72,17.84,,
928,07/14/2023 15:22:55,27.069,57.03,51.68,17.85,,
929,07/14/2023 15:23:00,27.064,56.97,66.62,17.83,,
930,07/14/2023 15:23:05,27.061,56.81,66.62,17.78,,
931,07/14/2023 15:23:10,27.056,56.11,12.64,17.58,,
932,07/14/2023 15:23:15,27.055,55.96,10.9,17.53,,
933,07/14/2023 15:23:20,27.055,55.81,13.13,17.49,,
934,07/14/2023 15:23:25,27.053,55.29,13.63,17.34,,
935,07/14/2023 15:23:30,27.052,54.82,13.63,17.21,,
936,07/14/2023 15:23:35,27.049,55.05,13.63,17.27,,
937,07/14/2023 15:23:40,27.044,55.2,13.63,17.31,,
938,07/14/2023 15:23:45,27.038,55.15,13.63,17.29,,
939,07/14/2023 15:23:50,27.035,55.01,13.38,17.24,,
940,07/14/2023 15:23:55,27.032,54.68,13.63,17.15,,
941,07/14/2023 15:24:00,27.029,54.45,13.63,17.08,,
942,07/14/2023 15:24:05,27.024,54.54,13.38,17.1,,
943,07/14/2023 15:24:10,27.023,54.16,57.2,16.99,,
944,07/14/2023 15:24:15,27.018,54.32,13.63,17.03,,
945,07/14/2023 15:24:20,27.01,54.59,13.63,17.1,,
946,07/14/2023 15:24:25,27.007,54.36,13.63,17.03,,
947,07/14/2023 15:24:30,27.007,54.04,13.88,16.94,,
948,07/14/2023 15:24:35,27.006,54.16,13.38,16.97,,
949,07/14/2023 15:24:40,27.004,54.34,13.63,17.02,,
950,07/14/2023 15:24:45,26.998,54.32,13.63,17.01,,
951,07/14/2023 15:24:50,26.992,54.17,13.13,16.96,,
952,07/14/2023 15:24:55,26.99,54.16,14.13,16.96,,
953,07/14/2023 15:25:00,26.983,53.65,12.89,16.8,,
954,07/14/2023 15:25:05,26.981,53.57,13.63,16.78,,
955,07/14/2023 15:25:10,26.978,53.79,13.63,16.84,,
956,07/14/2023 15:25:15,26.969,54.05,13.63,16.91,,
957,07/14/2023 15:25:20,26.964,53.77,13.88,16.82,,
958,07/14/2023 15:25:25,26.961,54.08,13.88,16.91,,
959,07/14/2023 15:25:30,26.961,53.79,13.88,16.82,,
960,07/14/2023 15:25:35,26.96,53.91,13.63,16.86,,
961,07/14/2023 15:25:40,26.955,54.19,13.63,16.93,,
962,07/14/2023 15:25:45,26.952,54.55,13.88,17.04,,
963,07/14/2023 15:25:50,26.951,54.91,13.88,17.14,,
964,07/14/2023 15:25:55,26.947,55.25,14.13,17.23,,
965,07/14/2023 15:26:00,26.941,55.52,14.13,17.31,,
966,07/14/2023 15:26:05,26.937,56,13.63,17.44,,
967,07/14/2023 15:26:10,26.935,56.47,13.63,17.57,,
968,07/14/2023 15:26:15,26.931,56.85,13.88,17.67,,
969,07/14/2023 15:26:20,26.931,57.11,13.88,17.74,,
970,07/14/2023 15:26:25,26.929,57.33,13.88,17.8,,
971,07/14/2023 15:26:30,26.928,57.38,13.88,17.81,,
972,07/14/2023 15:26:35,26.924,57.53,13.38,17.85,,
973,07/14/2023 15:26:40,26.918,57.77,16.11,17.91,,
974,07/14/2023 15:26:45,26.92,57.89,18.09,17.95,,
975,07/14/2023 15:26:50,26.917,57.85,17.84,17.93,,
976,07/14/2023 15:26:55,26.915,57.96,18.09,17.96,,
977,07/14/2023 15:27:00,26.908,58.31,18.09,18.05,,
978,07/14/2023 15:27:05,26.901,58.67,17.84,18.14,,
979,07/14/2023 15:27:10,26.898,58.81,18.09,18.18,,
980,07/14/2023 15:27:15,26.895,58.76,17.84,18.16,,
981,07/14/2023 15:27:20,26.889,58.71,17.84,18.14,,
982,07/14/2023 15:27:25,26.886,58.95,17.84,18.21,,
983,07/14/2023 15:27:30,26.883,59.16,17.84,18.26,,
984,07/14/2023 15:27:35,26.877,59.19,18.09,18.26,,
985,07/14/2023 15:27:40,26.872,59.44,18.09,18.33,,
986,07/14/2023 15:27:45,26.866,59.43,17.1,18.32,,
987,07/14/2023 15:27:50,26.859,59.44,18.09,18.31,,
988,07/14/2023 15:27:55,26.852,59.46,18.09,18.31,,
989,07/14/2023 15:28:00,26.84,59.48,18.09,18.31,,
990,07/14/2023 15:28:05,26.834,59.49,18.09,18.3,,
991,07/14/2023 15:28:10,26.83,59.43,18.09,18.28,,
992,07/14/2023 15:28:15,26.825,59.37,18.09,18.26,,
993,07/14/2023 15:28:20,26.817,59.3,18.09,18.24,,
994,07/14/2023 15:28:25,26.813,59.42,18.09,18.26,,
995,07/14/2023 15:28:30,26.803,59.61,18.09,18.31,,
996,07/14/2023 15:28:35,26.802,59.67,18.09,18.32,,
997,07/14/2023 15:28:40,26.803,59.44,18.09,18.26,,
998,07/14/2023 15:28:45,26.799,59.58,18.09,18.3,,
999,07/14/2023 15:28:50,26.794,59.69,18.09,18.32,,
1000,07/14/2023 15:28:55,26.79,59.77,18.09,18.34,,
1001,07/14/2023 15:29:00,26.785,59.56,18.09,18.28,,
1002,07/14/2023 15:29:05,26.779,59.76,18.09,18.32,,
1003,07/14/2023 15:29:10,26.776,59.92,18.09,18.36,,
1004,07/14/2023 15:29:15,26.774,60.01,18.09,18.38,,
1005,07/14/2023 15:29:20,26.773,60.07,18.09,18.4,,
1006,07/14/2023 15:29:25,26.768,60.09,18.09,18.4,,
1007,07/14/2023 15:29:30,26.765,59.94,18.09,18.36,,
1008,07/14/2023 15:29:35,26.764,60.02,18.09,18.38,,
1009,07/14/2023 15:29:40,26.759,59.95,18.09,18.36,,
1010,07/14/2023 15:29:45,26.753,59.78,18.09,18.3,,
1011,07/14/2023 15:29:50,26.75,59.63,18.09,18.26,,
1012,07/14/2023 15:29:55,26.744,59.6,18.09,18.25,,
1013,07/14/2023 15:30:00,26.736,59.47,18.09,18.21,,
1014,07/14/2023 15:30:05,26.735,59.61,18.09,18.24,,
1015,07/14/2023 15:30:10,26.73,59.69,18.09,18.26,,
1016,07/14/2023 15:30:15,26.728,59.71,18.09,18.26,,
1017,07/14/2023 15:30:20,26.725,59.72,18.09,18.26,,
1018,07/14/2023 15:30:25,26.721,59.69,18.09,18.25,,
1019,07/14/2023 15:30:30,26.718,59.72,18.09,18.25,,
1020,07/14/2023 15:30:35,26.715,59.81,18.09,18.28,,
1021,07/14/2023 15:30:40,26.712,59.84,18.09,18.28,,
1022,07/14/2023 15:30:45,26.707,59.89,18.09,18.29,,
1023,07/14/2023 15:30:50,26.702,60,18.09,18.32,,
1024,07/14/2023 15:30:55,26.699,60,18.09,18.31,,
1025,07/14/2023 15:31:00,26.696,60.01,18.09,18.31,,
1026,07/14/2023 15:31:05,26.695,60.01,18.09,18.31,,
1027,07/14/2023 15:31:10,26.69,60.01,18.09,18.31,,
1028,07/14/2023 15:31:15,26.69,59.97,18.09,18.3,,
1029,07/14/2023 15:31:20,26.687,59.99,18.09,18.3,,
1030,07/14/2023 15:31:25,26.687,60,18.09,18.3,,
1031,07/14/2023 15:31:30,26.687,60.01,18.09,18.3,,
1032,07/14/2023 15:31:35,26.686,60.01,18.09,18.3,,
1033,07/14/2023 15:31:40,26.686,59.99,18.09,18.3,,
1034,07/14/2023 15:31:45,26.684,60.06,18.09,18.31,,
1035,07/14/2023 15:31:50,26.681,60.11,18.09,18.32,,
1036,07/14/2023 15:31:55,26.681,60.1,18.09,18.32,,
1037,07/14/2023 15:32:00,26.678,60.1,18.09,18.32,,
1038,07/14/2023 15:32:05,26.676,60.13,18.09,18.33,,
1039,07/14/2023 15:32:10,26.675,60.2,18.09,18.34,,
1040,07/14/2023 15:32:15,26.673,60.23,18.09,18.35,,
1041,07/14/2023 15:32:20,26.673,60.29,18.09,18.37,,
1042,07/14/2023 15:32:25,26.675,60.39,18.09,18.39,,
1043,07/14/2023 15:32:30,26.676,60.37,18.09,18.39,,
1044,07/14/2023 15:32:35,26.673,60.49,18.09,18.42,,
1045,07/14/2023 15:32:40,26.673,60.49,18.09,18.42,,
1046,07/14/2023 15:32:45,26.673,60.55,18.09,18.43,,
1047,07/14/2023 15:32:50,26.675,60.56,17.84,18.44,,
1048,07/14/2023 15:32:55,26.675,60.63,18.09,18.46,,
1049,07/14/2023 15:33:00,26.675,60.63,17.84,18.46,,
1050,07/14/2023 15:33:05,26.675,60.69,17.84,18.47,,
1051,07/14/2023 15:33:10,26.676,60.75,18.09,18.49,,
1052,07/14/2023 15:33:15,26.678,60.81,17.84,18.51,,
1053,07/14/2023 15:33:20,26.678,60.82,17.84,18.51,,
1054,07/14/2023 15:33:25,26.678,60.8,18.09,18.51,,
1055,07/14/2023 15:33:30,26.676,60.81,17.84,18.5,,
1056,07/14/2023 15:33:35,26.676,60.83,18.09,18.51,,
1057,07/14/2023 15:33:40,26.678,60.84,18.09,18.52,,
1058,07/14/2023 15:33:45,26.68,60.85,18.09,18.52,,
1059,07/14/2023 15:33:50,26.681,60.85,18.09,18.52,,
1060,07/14/2023 15:33:55,26.681,60.88,17.84,18.53,,
1061,07/14/2023 15:34:00,26.683,60.87,18.09,18.53,,
1062,07/14/2023 15:34:05,26.684,60.87,18.09,18.53,,
1063,07/14/2023 15:34:10,26.686,60.95,18.09,18.55,,
1064,07/14/2023 15:34:15,26.687,60.97,18.09,18.56,,
1065,07/14/2023 15:34:20,26.689,61.03,18.09,18.58,,
1066,07/14/2023 15:34:25,26.689,61.03,18.09,18.58,,
1067,07/14/2023 15:34:30,26.69,61.12,18.09,18.6,,
1068,07/14/2023 15:34:35,26.692,61.21,17.84,18.62,,
1069,07/14/2023 15:34:40,26.692,61.31,18.09,18.65,,
1070,07/14/2023 15:34:45,26.693,61.31,18.09,18.65,,
1071,07/14/2023 15:34:50,26.696,61.34,18.09,18.66,,
1072,07/14/2023 15:34:55,26.698,61.37,18.09,18.67,,
1073,07/14/2023 15:35:00,26.701,61.39,17.84,18.68,,
1074,07/14/2023 15:35:05,26.702,61.43,18.09,18.69,,
1075,07/14/2023 15:35:10,26.706,61.42,17.84,18.69,,
1076,07/14/2023 15:35:15,26.707,61.4,17.84,18.69,,
1077,07/14/2023 15:35:20,26.71,61.44,17.84,18.7,,
1078,07/14/2023 15:35:25,26.712,61.42,18.09,18.7,,
1079,07/14/2023 15:35:30,26.715,61.41,17.84,18.7,,
1080,07/14/2023 15:35:35,26.716,61.39,17.84,18.7,,
1081,07/14/2023 15:35:40,26.719,61.39,17.84,18.7,,
1082,07/14/2023 15:35:45,26.721,61.42,17.84,18.71,,
1083,07/14/2023 15:35:50,26.724,61.45,17.84,18.72,,
1084,07/14/2023 15:35:55,26.725,61.49,17.84,18.73,,
1085,07/14/2023 15:36:00,26.728,61.49,17.84,18.73,,
1086,07/14/2023 15:36:05,26.73,61.44,17.84,18.72,,
1087,07/14/2023 15:36:10,26.733,61.45,17.84,18.73,,
1088,07/14/2023 15:36:15,26.735,61.44,17.84,18.73,,
1089,07/14/2023 15:36:20,26.738,61.45,17.84,18.73,,
1090,07/14/2023 15:36:25,26.739,61.39,17.84,18.72,,
1091,07/14/2023 15:36:30,26.742,61.44,17.84,18.73,,
1092,07/14/2023 15:36:35,26.745,61.44,17.84,18.74,,
1093,07/14/2023 15:36:40,26.748,61.46,17.84,18.74,,
1094,07/14/2023 15:36:45,26.75,61.52,17.84,18.76,,
1095,07/14/2023 15:36:50,26.753,61.49,17.84,18.76,,
1096,07/14/2023 15:36:55,26.755,61.5,17.84,18.76,,
1097,07/14/2023 15:37:00,26.758,61.47,17.84,18.75,,
1098,07/14/2023 15:37:05,26.761,61.49,17.84,18.76,,
1099,07/14/2023 15:37:10,26.762,61.49,17.84,18.76,,
1100,07/14/2023 15:37:15,26.765,61.48,17.84,18.76,,
1101,07/14/2023 15:37:20,26.767,61.44,17.84,18.76,,
1102,07/14/2023 15:37:25,26.77,61.53,17.84,18.78,,
1103,07/14/2023 15:37:30,26.773,61.5,17.84,18.78,,
1104,07/14/2023 15:37:35,26.774,61.48,17.84,18.77,,
1105,07/14/2023 15:37:40,26.777,61.44,17.84,18.77,,
1106,07/14/2023 15:37:45,26.779,61.46,17.84,18.77,,
1107,07/14/2023 15:37:50,26.782,61.49,17.84,18.78,,
1108,07/14/2023 15:37:55,26.784,61.46,17.84,18.78,,
1109,07/14/2023 15:38:00,26.787,61.49,17.84,18.79,,
1110,07/14/2023 15:38:05,26.788,61.5,17.84,18.79,,
1111,07/14/2023 15:38:10,26.791,61.52,17.84,18.8,,
1112,07/14/2023 15:38:15,26.793,61.49,17.84,18.79,,
1113,07/14/2023 15:38:20,26.794,61.49,17.84,18.79,,
1114,07/14/2023 15:38:25,26.797,61.5,17.84,18.8,,
1115,07/14/2023 15:38:30,26.799,61.5,17.84,18.8,,
1116,07/14/2023 15:38:35,26.802,61.53,17.84,18.81,,
1117,07/14/2023 15:38:40,26.803,61.49,17.84,18.8,,
1118,07/14/2023 15:38:45,26.807,61.5,17.84,18.81,,
1119,07/14/2023 15:38:50,26.81,61.47,17.84,18.8,,
1120,07/14/2023 15:38:55,26.811,61.47,17.84,18.81,,
1121,07/14/2023 15:39:00,26.814,61.46,17.84,18.81,,
1122,07/14/2023 15:39:05,26.816,61.41,17.84,18.79,,
1123,07/14/2023 15:39:10,26.819,61.23,17.84,18.75,,
1124,07/14/2023 15:39:15,26.82,60.94,17.84,18.68,,
1125,07/14/2023 15:39:20,26.822,60.75,17.84,18.63,,
1126,07/14/2023 15:39:25,26.823,60.54,17.84,18.57,,
1127,07/14/2023 15:39:30,26.825,60.19,17.84,18.48,,
1128,07/14/2023 15:39:35,26.826,59.94,17.84,18.42,,
1129,07/14/2023 15:39:40,26.828,59.94,17.84,18.42,,
1130,07/14/2023 15:39:45,26.828,59.69,17.84,18.35,,
1131,07/14/2023 15:39:50,26.828,59.47,17.84,18.29,,
1132,07/14/2023 15:39:55,26.828,59.13,17.84,18.2,,
1133,07/14/2023 15:40:00,26.828,58.97,17.84,18.16,,
1134,07/14/2023 15:40:05,26.828,58.78,17.84,18.11,,
1135,07/14/2023 15:40:10,26.828,58.46,17.84,18.02,,
1136,07/14/2023 15:40:15,26.828,57.9,17.84,17.87,,
1137,07/14/2023 15:40:20,26.828,57.84,17.84,17.85,,
1138,07/14/2023 15:40:25,26.828,57.65,17.84,17.8,,
1139,07/14/2023 15:40:30,26.826,57.37,17.84,17.72,,
1140,07/14/2023 15:40:35,26.826,57.18,17.84,17.67,,
1141,07/14/2023 15:40:40,26.825,56.94,17.84,17.6,,
1142,07/14/2023 15:40:45,26.823,56.66,17.84,17.52,,
1143,07/14/2023 15:40:50,26.822,56.8,17.84,17.56,,
1144,07/14/2023 15:40:55,26.822,56.9,17.84,17.58,,
1145,07/14/2023 15:41:00,26.82,56.5,17.84,17.47,,
1146,07/14/2023 15:41:05,26.817,56.33,17.84,17.42,,
1147,07/14/2023 15:41:10,26.816,56.03,17.84,17.33,,
1148,07/14/2023 15:41:15,26.813,55.91,17.84,17.3,,
1149,07/14/2023 15:41:20,26.811,55.75,17.84,17.25,,
1150,07/14/2023 15:41:25,26.808,55.78,17.84,17.25,,
1151,07/14/2023 15:41:30,26.805,55.85,17.84,17.27,,
1152,07/14/2023 15:41:35,26.803,55.85,17.84,17.27,,
1153,07/14/2023 15:41:40,26.802,55.74,17.84,17.24,,
1154,07/14/2023 15:41:45,26.799,55.72,17.84,17.23,,
1155,07/14/2023 15:41:50,26.796,55.51,17.84,17.17,,
1156,07/14/2023 15:41:55,26.794,55.25,17.84,17.09,,
1157,07/14/2023 15:42:00,26.79,54.95,17.84,17,,
1158,07/14/2023 15:42:05,26.785,54.85,17.84,16.97,,
1159,07/14/2023 15:42:10,26.782,54.91,17.84,16.98,,
1160,07/14/2023 15:42:15,26.781,55.15,17.84,17.05,,
1161,07/14/2023 15:42:20,26.773,54.92,17.84,16.98,,
1162,07/14/2023 15:42:25,26.77,55.06,17.6,17.01,,
1163,07/14/2023 15:42:30,26.765,54.93,17.84,16.97,,
1164,07/14/2023 15:42:35,26.759,54.66,17.84,16.89,,
1165,07/14/2023 15:42:40,26.753,54.73,17.84,16.9,,
1166,07/14/2023 15:42:45,26.748,54.83,17.84,16.93,,
1167,07/14/2023 15:42:50,26.744,54.88,17.84,16.94,,
1168,07/14/2023 15:42:55,26.738,54.62,17.84,16.86,,
1169,07/14/2023 15:43:00,26.732,54.55,17.84,16.83,,
1170,07/14/2023 15:43:05,26.727,54.83,17.84,16.91,,
1171,07/14/2023 15:43:10,26.722,55.31,17.84,17.04,,
1172,07/14/2023 15:43:15,26.718,56.05,17.84,17.25,,
1173,07/14/2023 15:43:20,26.713,56.88,17.84,17.48,,
1174,07/14/2023 15:43:25,26.707,57.61,17.84,17.67,,
1175,07/14/2023 15:43:30,26.701,58.2,17.84,17.83,,
1176,07/14/2023 15:43:35,26.693,58.78,17.84,17.98,,
1177,07/14/2023 15:43:40,26.689,59.49,16.85,18.17,,
1178,07/14/2023 15:43:45,26.684,59.99,17.84,18.3,,
1179,07/14/2023 15:43:50,26.681,60.39,17.84,18.4,,
1180,07/14/2023 15:43:55,26.675,60.71,17.84,18.48,,
1181,07/14/2023 15:44:00,26.672,60.97,17.84,18.54,,
1182,07/14/2023 15:44:05,26.669,61.2,17.84,18.6,,
1183,07/14/2023 15:44:10,26.667,61.45,17.84,18.66,,
1184,07/14/2023 15:44:15,26.663,61.58,17.84,18.69,,
1185,07/14/2023 15:44:20,26.66,61.74,17.84,18.73,,
1186,07/14/2023 15:44:25,26.658,61.84,17.84,18.76,,
1187,07/14/2023 15:44:30,26.658,61.91,17.84,18.78,,
1188,07/14/2023 15:44:35,26.658,61.76,17.84,18.74,,
1189,07/14/2023 15:44:40,26.658,61.86,17.84,18.76,,
1190,07/14/2023 15:44:45,26.657,61.98,17.84,18.79,,
1191,07/14/2023 15:44:50,26.654,62.23,17.84,18.85,,
1192,07/14/2023 15:44:55,26.652,62.39,17.84,18.89,,
1193,07/14/2023 15:45:00,26.65,62.5,17.84,18.92,,
1194,07/14/2023 15:45:05,26.647,62.5,17.84,18.92,,
1195,07/14/2023 15:45:10,26.646,62.53,17.84,18.92,,
1196,07/14/2023 15:45:15,26.643,62.68,17.84,18.96,,
1197,07/14/2023 15:45:20,26.641,62.79,17.84,18.99,,
1198,07/14/2023 15:45:25,26.638,62.91,17.84,19.01,,
1199,07/14/2023 15:45:30,26.638,62.96,17.84,19.03,,
1200,07/14/2023 15:45:35,26.634,63.04,17.84,19.04,,
1201,07/14/2023 15:45:40,26.631,63.15,17.84,19.07,,
1202,07/14/2023 15:45:45,26.629,63.26,17.84,19.09,,
1203,07/14/2023 15:45:50,26.626,63.26,17.84,19.09,,
1204,07/14/2023 15:45:55,26.623,63.38,17.84,19.12,,
1205,07/14/2023 15:46:00,26.623,63.33,17.84,19.11,,
1206,07/14/2023 15:46:05,26.623,63.35,16.61,19.11,,
1207,07/14/2023 15:46:10,26.621,63.46,13.63,19.14,,
1208,07/14/2023 15:46:15,26.62,63.51,13.88,19.15,,
1209,07/14/2023 15:46:20,26.618,63.62,14.13,19.17,,
1210,07/14/2023 15:46:25,26.615,63.64,14.13,19.18,,
1211,07/14/2023 15:46:30,26.614,63.75,14.13,19.2,,
1212,07/14/2023 15:46:35,26.614,63.78,14.13,19.21,,
1213,07/14/2023 15:46:40,26.614,63.89,14.13,19.24,,
1214,07/14/2023 15:46:45,26.611,63.93,14.13,19.25,,
1215,07/14/2023 15:46:50,26.611,64.04,14.13,19.27,,
1216,07/14/2023 15:46:55,26.609,64.09,14.13,19.28,,
1217,07/14/2023 15:47:00,26.608,64.13,14.13,19.29,,
1218,07/14/2023 15:47:05,26.606,64.15,14.13,19.3,,
1219,07/14/2023 15:47:10,26.606,64.19,14.13,19.31,,
1220,07/14/2023 15:47:15,26.605,64.2,14.13,19.31,,
1221,07/14/2023 15:47:20,26.603,64.28,14.13,19.33,,
1222,07/14/2023 15:47:25,26.602,64.35,14.13,19.34,,
1223,07/14/2023 15:47:30,26.602,64.3,14.13,19.33,,
1224,07/14/2023 15:47:35,26.602,64.34,14.13,19.34,,
1225,07/14/2023 15:47:40,26.6,64.3,14.13,19.33,,
1226,07/14/2023 15:47:45,26.602,64.45,14.13,19.37,,
1227,07/14/2023 15:47:50,26.6,64.45,14.13,19.37,,
1228,07/14/2023 15:47:55,26.6,64.45,14.13,19.37,,
1229,07/14/2023 15:48:00,26.6,64.57,14.13,19.4,,
1230,07/14/2023 15:48:05,26.6,64.55,14.13,19.39,,
1231,07/14/2023 15:48:10,26.6,64.58,14.13,19.4,,
1232,07/14/2023 15:48:15,26.598,64.63,14.13,19.41,,
1233,07/14/2023 15:48:20,26.597,64.65,14.13,19.41,,
1234,07/14/2023 15:48:25,26.597,64.67,14.13,19.42,,
1235,07/14/2023 15:48:30,26.598,64.7,14.13,19.43,,
1236,07/14/2023 15:48:35,26.597,64.78,14.13,19.45,,
1237,07/14/2023 15:48:40,26.597,64.75,14.13,19.44,,
1238,07/14/2023 15:48:45,26.594,64.82,14.13,19.45,,
1239,07/14/2023 15:48:50,26.594,64.83,10.41,19.45,,
1240,07/14/2023 15:48:55,26.591,64.84,8.67,19.45,,
1241,07/14/2023 15:49:00,26.592,64.69,9.42,19.42,,
1242,07/14/2023 15:49:05,26.594,64.64,9.66,19.41,,
1243,07/14/2023 15:49:10,26.595,64.73,9.17,19.43,,
1244,07/14/2023 15:49:15,26.597,64.81,8.92,19.45,,
1245,07/14/2023 15:49:20,26.602,64.79,9.17,19.45,,
1246,07/14/2023 15:49:25,26.606,64.83,8.67,19.47,,
1247,07/14/2023 15:49:30,26.611,64.87,56.7,19.48,,
1248,07/14/2023 15:49:35,26.615,64.69,65.62,19.44,,
1249,07/14/2023 15:49:40,26.62,64.56,57.7,19.41,,
1250,07/14/2023 15:49:45,26.624,64.65,62.16,19.44,,
1251,07/14/2023 15:49:50,26.631,64.52,81.56,19.41,,
1252,07/14/2023 15:49:55,26.635,64.42,82.6,19.39,,
1253,07/14/2023 15:50:00,26.637,64.43,61.66,19.4,,
1254,07/14/2023 15:50:05,26.64,64.4,82.6,19.39,,
1255,07/14/2023 15:50:10,26.644,64.26,82.6,19.36,,
1256,07/14/2023 15:50:15,26.647,64.16,82.6,19.34,,
1257,07/14/2023 15:50:20,26.65,64.04,82.6,19.31,,
