#,日期-时间 (China Standard Time),Ch: 2 - 温度   (°C),Ch: 3 - 相对湿度   (%),Ch: 4 - 光   (lux),露点   (°C),连接的主机,文件结尾
9862,06/03/2023 14:52:01,25.87,67.49,60.04,19.41,,
9863,06/03/2023 14:53:01,25.868,66.99,60.04,19.29,,
9864,06/03/2023 14:54:01,25.877,66.77,59.46,19.25,,
9865,06/03/2023 14:55:01,25.883,66.44,60.04,19.17,,
9866,06/03/2023 14:56:01,25.879,66.02,61.12,19.07,,
9867,06/03/2023 14:57:01,25.882,65.82,65.2,19.02,,
9868,06/03/2023 14:58:01,25.882,65.79,65.2,19.02,,
9869,06/03/2023 14:59:01,25.886,66.47,65.78,19.19,,
9870,06/03/2023 15:00:01,25.909,69.02,65.2,19.81,,
9871,06/03/2023 15:01:01,25.932,66.85,62.9,19.32,,
9872,06/03/2023 15:02:01,25.927,65.82,62.34,19.07,,
9873,06/03/2023 15:03:01,25.923,65.86,61.76,19.07,,
9874,06/03/2023 15:04:01,25.915,66.36,61.76,19.19,,
9875,06/03/2023 15:05:01,25.911,66.15,61.18,19.13,,
9876,06/03/2023 15:06:01,25.9,67.17,61.18,19.37,,
9877,06/03/2023 15:07:01,25.921,69.01,60.62,19.82,,
9878,06/03/2023 15:08:01,25.975,71.37,3.44,20.42,,
9879,06/03/2023 15:09:01,26.031,71.22,3.16,20.44,,
9880,06/03/2023 15:10:01,26.064,72.16,3.44,20.68,,
9881,06/03/2023 15:11:01,26.086,70.6,3.16,20.35,,
9882,06/03/2023 15:12:01,26.099,70.7,3.16,20.38,,
9883,06/03/2023 15:13:01,26.116,71.33,3.16,20.55,,
9884,06/03/2023 15:14:01,26.148,71.61,2.87,20.64,,
9885,06/03/2023 15:15:01,26.165,71.53,2.87,20.64,,
9886,06/03/2023 15:16:01,26.179,71.98,2.58,20.75,,
9887,06/03/2023 15:17:01,26.195,72.14,2.58,20.8,,
9888,06/03/2023 15:18:01,26.215,71.98,2.58,20.79,,
9889,06/03/2023 15:19:01,26.231,72.25,2.29,20.86,,
9890,06/03/2023 15:20:01,26.247,72.8,2.58,21,,
9891,06/03/2023 15:21:01,26.27,75.38,2.58,21.59,,
9892,06/03/2023 15:22:01,26.295,73.68,2.58,21.24,,
9893,06/03/2023 15:23:01,26.324,76.52,2.58,21.89,,
9894,06/03/2023 15:24:01,26.382,77.16,2.29,22.08,,
9895,06/03/2023 15:25:01,26.437,76.35,2.29,21.96,,
9896,06/03/2023 15:26:01,26.469,76.23,2.29,21.97,,
9897,06/03/2023 15:27:01,26.493,75.61,2.29,21.86,,
9898,06/03/2023 15:28:01,26.502,76.07,2.29,21.97,,
9899,06/03/2023 15:29:01,26.516,75.11,2.29,21.77,,
9900,06/03/2023 15:30:01,26.525,74.48,2.29,21.64,,
9901,06/03/2023 15:31:01,26.539,76.17,2.29,22.02,,
9902,06/03/2023 15:32:01,26.571,77.58,2.29,22.36,,
9903,06/03/2023 15:33:01,26.621,76.75,2.01,22.23,,
9904,06/03/2023 15:34:01,26.65,76.96,2.01,22.3,,
9905,06/03/2023 15:35:01,26.69,77.64,2.01,22.49,,
9906,06/03/2023 15:36:01,26.725,77.6,2.01,22.51,,
9907,06/03/2023 15:37:01,26.773,77.96,1.72,22.64,,
9908,06/03/2023 15:38:01,26.823,77.87,1.43,22.66,,
9909,06/03/2023 15:39:01,26.865,77.75,1.14,22.68,,
9910,06/03/2023 15:40:01,26.914,77.61,0.86,22.7,,
9911,06/03/2023 15:41:01,26.946,77.63,0.57,22.73,,
9912,06/03/2023 15:42:01,26.981,77.91,0.57,22.83,,
9913,06/03/2023 15:43:01,27.01,78.04,0.57,22.88,,
9914,06/03/2023 15:44:01,27.036,78.2,0.57,22.94,,
9915,06/03/2023 15:45:01,27.058,77.8,0.28,22.88,,
9916,06/03/2023 15:46:01,27.072,78.46,0.28,23.03,,
9917,06/03/2023 15:47:01,27.09,78.64,0.28,23.09,,
9918,06/03/2023 15:48:01,27.101,78.85,0.28,23.14,,
9919,06/03/2023 15:49:01,27.112,79.19,0.57,23.22,,
9920,06/03/2023 15:50:01,27.136,79.45,0.57,23.3,,
9921,06/03/2023 15:51:01,27.153,78.9,0.57,23.2,,
9922,06/03/2023 15:52:01,27.162,79.28,0.57,23.29,,
9923,06/03/2023 15:53:01,27.178,79.74,0.57,23.4,,
9924,06/03/2023 15:54:01,27.196,79.64,0.57,23.4,,
9925,06/03/2023 15:55:01,27.207,79.73,0.57,23.43,,
9926,06/03/2023 15:56:01,27.213,79.5,0.57,23.39,,
9927,06/03/2023 15:57:01,27.201,76.96,0.57,22.84,,
9928,06/03/2023 15:58:01,27.184,75.92,0.57,22.6,,
9929,06/03/2023 15:59:01,27.173,76.5,0.86,22.71,,
9930,06/03/2023 16:00:01,27.161,76.35,0.86,22.67,,
9931,06/03/2023 16:01:01,27.147,76.83,0.86,22.76,,
9932,06/03/2023 16:02:01,27.141,78.04,0.86,23.01,,
9933,06/03/2023 16:03:01,27.144,77.34,0.86,22.86,,
9934,06/03/2023 16:04:01,27.141,77.08,0.86,22.8,,
9935,06/03/2023 16:05:01,27.139,77.18,0.86,22.82,,
9936,06/03/2023 16:06:01,27.136,77.67,0.86,22.92,,
9937,06/03/2023 16:07:01,27.136,77.7,0.86,22.93,,
9938,06/03/2023 16:08:01,27.136,77.42,0.86,22.87,,
9939,06/03/2023 16:09:01,27.139,77.42,0.57,22.87,,
9940,06/03/2023 16:10:01,27.141,77.46,0.57,22.89,,
9941,06/03/2023 16:11:01,27.147,77.93,0.57,22.99,,
9942,06/03/2023 16:12:01,27.148,77.22,0.57,22.84,,
9943,06/03/2023 16:13:01,27.151,76.91,0.57,22.78,,
9944,06/03/2023 16:14:01,27.156,77.13,0.57,22.83,,
9945,06/03/2023 16:15:01,27.156,77.37,0.57,22.88,,
9946,06/03/2023 16:16:01,27.156,77.9,0.57,22.99,,
9947,06/03/2023 16:17:01,27.159,78.28,0.57,23.08,,
9948,06/03/2023 16:18:01,27.162,78.17,0.57,23.06,,
9949,06/03/2023 16:19:01,27.168,78.25,0.57,23.08,,
9950,06/03/2023 16:20:01,27.176,78.09,0.57,23.05,,
9951,06/03/2023 16:21:01,27.182,78.3,0.57,23.1,,
9952,06/03/2023 16:22:01,27.185,78.02,0.57,23.05,,
9953,06/03/2023 16:23:01,27.193,78.05,0.57,23.06,,
9954,06/03/2023 16:24:01,27.204,78.24,0.57,23.11,,
9955,06/03/2023 16:25:01,27.214,78.2,0.57,23.11,,
9956,06/03/2023 16:26:01,27.225,78.11,0.57,23.11,,
9957,06/03/2023 16:27:01,27.234,78.31,0.28,23.16,,
9958,06/03/2023 16:28:01,27.237,78.42,0.28,23.18,,
9959,06/03/2023 16:29:01,27.25,78.6,0.28,23.23,,
9960,06/03/2023 16:30:01,27.26,78.57,0.28,23.24,,
9961,06/03/2023 16:31:01,27.271,78.6,0.28,23.25,,
9962,06/03/2023 16:32:01,27.29,78.68,0.28,23.29,,
9963,06/03/2023 16:33:01,27.294,78.84,0.28,23.33,,
9964,06/03/2023 16:34:01,27.305,78.71,0.28,23.31,,
9965,06/03/2023 16:35:01,27.322,79.97,0.28,23.59,,
9966,06/03/2023 16:36:01,27.343,79.93,0.28,23.6,,
9967,06/03/2023 16:37:01,27.36,79.52,0.28,23.53,,
9968,06/03/2023 16:38:01,27.373,78.39,0.28,23.31,,
9969,06/03/2023 16:39:01,27.379,78.27,0.28,23.29,,
9970,06/03/2023 16:40:01,27.389,78.28,0.28,23.3,,
9971,06/03/2023 16:41:01,27.393,78.62,0.28,23.38,,
9972,06/03/2023 16:42:01,27.402,78.81,0.28,23.43,,
9973,06/03/2023 16:43:01,27.406,78.84,0.28,23.44,,
9974,06/03/2023 16:44:01,27.408,79.47,0.28,23.57,,
9975,06/03/2023 16:45:01,27.413,79.1,0.28,23.5,,
9976,06/03/2023 16:46:01,27.419,79.4,0.28,23.56,,
9977,06/03/2023 16:47:01,27.426,79.51,0.28,23.6,,
9978,06/03/2023 16:48:01,27.437,79.24,0.57,23.55,,
9979,06/03/2023 16:49:01,27.439,79.12,0.57,23.53,,
9980,06/03/2023 16:50:01,27.436,79.21,0.57,23.54,,
9981,06/03/2023 16:51:01,27.44,79.26,0.57,23.56,,
9982,06/03/2023 16:52:01,27.442,79.19,0.57,23.54,,
9983,06/03/2023 16:53:01,27.449,79.98,0.57,23.72,,
9984,06/03/2023 16:54:01,27.468,80.06,0.57,23.75,,
9985,06/03/2023 16:55:01,27.476,79.09,0.57,23.55,,
9986,06/03/2023 16:56:01,27.48,79.11,0.57,23.56,,
9987,06/03/2023 16:57:01,27.486,79.38,0.57,23.63,,
9988,06/03/2023 16:58:01,27.491,79.63,0.57,23.68,,
9989,06/03/2023 16:59:01,27.499,79.61,0.57,23.69,,
9990,06/03/2023 17:00:01,27.509,79.64,0.57,23.7,,
9991,06/03/2023 17:01:01,27.519,79.68,0.57,23.72,,
9992,06/03/2023 17:02:01,27.525,79.48,0.57,23.69,,
9993,06/03/2023 17:03:01,27.534,79.53,0.57,23.71,,
9994,06/03/2023 17:04:01,27.542,79.59,0.57,23.72,,
9995,06/03/2023 17:05:01,27.546,79.51,0.57,23.71,,
9996,06/03/2023 17:06:01,27.554,79.54,0.57,23.72,,
9997,06/03/2023 17:07:01,27.56,79.62,0.57,23.75,,
9998,06/03/2023 17:08:01,27.566,79.55,0.57,23.74,,
9999,06/03/2023 17:09:01,27.568,79.43,0.57,23.72,,
10000,06/03/2023 17:10:01,27.573,79.17,0.57,23.67,,
10001,06/03/2023 17:11:01,27.574,79.28,0.57,23.69,,
10002,06/03/2023 17:12:01,27.58,79.11,0.57,23.66,,
10003,06/03/2023 17:13:01,27.593,79.7,0.57,23.8,,
10004,06/03/2023 17:14:01,27.603,79.75,0.57,23.82,,
10005,06/03/2023 17:15:01,27.605,79.56,0.57,23.78,,
10006,06/03/2023 17:16:01,27.606,79.58,0.57,23.78,,
10007,06/03/2023 17:17:01,27.613,79.65,0.57,23.81,,
10008,06/03/2023 17:18:01,27.622,79.53,0.57,23.79,,
10009,06/03/2023 17:19:01,27.623,79.31,0.57,23.74,,
10010,06/03/2023 17:20:01,27.636,79.7,0.57,23.84,,
10011,06/03/2023 17:21:01,27.653,79.86,0.57,23.89,,
10012,06/03/2023 17:22:01,27.665,79.26,0.57,23.78,,
10013,06/03/2023 17:23:01,27.668,79.05,0.57,23.73,,
10014,06/03/2023 17:24:01,27.676,79.57,0.57,23.85,,
10015,06/03/2023 17:25:01,27.676,79.28,0.57,23.79,,
10016,06/03/2023 17:26:01,27.677,79.24,0.57,23.78,,
10017,06/03/2023 17:27:01,27.687,79.25,0.57,23.79,,
10018,06/03/2023 17:28:01,27.697,79.28,0.57,23.81,,
10019,06/03/2023 17:29:01,27.7,79.41,0.57,23.84,,
10020,06/03/2023 17:30:01,27.705,79.56,0.57,23.88,,
10021,06/03/2023 17:31:01,27.702,79.3,0.57,23.82,,
10022,06/03/2023 17:32:01,27.711,79.13,0.57,23.79,,
10023,06/03/2023 17:33:01,27.72,78.9,0.57,23.75,,
10024,06/03/2023 17:34:01,27.72,79.33,0.57,23.84,,
10025,06/03/2023 17:35:01,27.727,78.89,0.57,23.76,,
10026,06/03/2023 17:36:01,27.731,78.92,0.57,23.77,,
10027,06/03/2023 17:37:01,27.737,78.89,0.57,23.77,,
10028,06/03/2023 17:38:01,27.747,78.91,0.57,23.78,,
10029,06/03/2023 17:39:01,27.756,78.78,0.57,23.76,,
10030,06/03/2023 17:40:01,27.762,78.86,0.57,23.79,,
10031,06/03/2023 17:41:01,27.768,78.86,0.57,23.79,,
10032,06/03/2023 17:42:01,27.779,78.76,0.57,23.78,,
10033,06/03/2023 17:43:01,27.784,78.68,0.57,23.77,,
10034,06/03/2023 17:44:01,27.788,78.84,0.57,23.81,,
10035,06/03/2023 17:45:01,27.804,79.09,0.57,23.87,,
10036,06/03/2023 17:46:01,27.811,78.71,0.57,23.8,,
10037,06/03/2023 17:47:01,27.816,78.7,0.57,23.8,,
10038,06/03/2023 17:48:01,27.824,78.84,0.57,23.84,,
10039,06/03/2023 17:49:01,27.836,79.22,0.57,23.93,,
10040,06/03/2023 17:50:01,27.851,79.89,0.57,24.09,,
10041,06/03/2023 17:51:01,27.862,79.79,0.57,24.08,,
10042,06/03/2023 17:52:01,27.858,79.85,0.57,24.09,,
10043,06/03/2023 17:53:01,27.867,79.38,0.57,24,,
10044,06/03/2023 17:54:01,27.881,79.42,0.57,24.02,,
10045,06/03/2023 17:55:01,27.893,79.04,0.57,23.95,,
10046,06/03/2023 17:56:01,27.899,79.02,0.57,23.95,,
10047,06/03/2023 17:57:01,27.901,78.81,0.28,23.91,,
10048,06/03/2023 17:58:01,27.901,78.91,0.28,23.93,,
10049,06/03/2023 17:59:01,27.904,78.93,0.28,23.94,,
10050,06/03/2023 18:00:01,27.907,79.3,0.28,24.02,,
10051,06/03/2023 18:01:01,27.909,79.38,0.28,24.04,,
10052,06/03/2023 18:02:01,27.905,79.5,0.28,24.06,,
10053,06/03/2023 18:03:01,27.912,80.03,0.28,24.18,,
10054,06/03/2023 18:04:01,27.929,80.19,0,24.23,,
10055,06/03/2023 18:05:01,27.943,79.94,0,24.19,,
10056,06/03/2023 18:06:01,27.952,80.03,0,24.22,,
10057,06/03/2023 18:07:01,27.964,79.54,0,24.12,,
10058,06/03/2023 18:08:01,27.963,79.03,0,24.02,,
10059,06/03/2023 18:09:01,27.963,79.17,0,24.05,,
10060,06/03/2023 18:10:01,27.967,79.44,0,24.11,,
10061,06/03/2023 18:11:01,27.961,79.14,0,24.04,,
10062,06/03/2023 18:12:01,27.958,79.13,0,24.03,,
10063,06/03/2023 18:13:01,27.964,79.72,0,24.16,,
10064,06/03/2023 18:14:01,27.975,79.87,0,24.2,,
10065,06/03/2023 18:15:01,27.986,79.9,0,24.22,,
10066,06/03/2023 18:16:01,28.001,80.4,0,24.34,,
10067,06/03/2023 18:17:01,28.012,80.48,0,24.37,,
10068,06/03/2023 18:18:01,28.012,80.26,0,24.32,,
10069,06/03/2023 18:19:01,28.007,80.8,0,24.43,,
10070,06/03/2023 18:20:01,28.006,79.18,0,24.09,,
10071,06/03/2023 18:21:01,28,78.93,0,24.03,,
10072,06/03/2023 18:22:01,28,78.86,0,24.02,,
10073,06/03/2023 18:23:01,28.006,79.33,0,24.12,,
10074,06/03/2023 18:24:01,28.007,78.91,0,24.03,,
10075,06/03/2023 18:25:01,28.007,79.1,0,24.07,,
10076,06/03/2023 18:26:01,28.004,79.03,0,24.06,,
10077,06/03/2023 18:27:01,28,79.04,0,24.05,,
10078,06/03/2023 18:28:01,28.003,79.06,0,24.06,,
10079,06/03/2023 18:29:01,28.009,79.14,0,24.08,,
10080,06/03/2023 18:30:01,28.01,79.13,0,24.08,,
10081,06/03/2023 18:31:01,28.006,79.01,0,24.05,,
10082,06/03/2023 18:32:01,28.009,79.24,0,24.1,,
10083,06/03/2023 18:33:01,28.007,79.1,0,24.07,,
10084,06/03/2023 18:34:01,27.998,79.17,0,24.08,,
10085,06/03/2023 18:35:01,27.992,78.96,0,24.03,,
10086,06/03/2023 18:36:01,27.993,79.11,0,24.06,,
10087,06/03/2023 18:37:01,28.007,79.09,0,24.07,,
10088,06/03/2023 18:38:01,28.018,79.31,0,24.13,,
10089,06/03/2023 18:39:01,28.029,79.27,0,24.13,,
10090,06/03/2023 18:40:01,28.035,79.28,0,24.14,,
10091,06/03/2023 18:41:01,28.04,79.23,0,24.13,,
10092,06/03/2023 18:42:01,28.041,79.42,0,24.17,,
10093,06/03/2023 18:43:01,28.043,79.48,0,24.19,,
10094,06/03/2023 18:44:01,28.038,79.25,0,24.13,,
10095,06/03/2023 18:45:01,28.046,79.31,0,24.16,,
10096,06/03/2023 18:46:01,28.051,79.34,0,24.17,,
10097,06/03/2023 18:47:01,28.052,79.26,0,24.15,,
10098,06/03/2023 18:48:01,28.061,79.25,0,24.16,,
10099,06/03/2023 18:49:01,28.072,79.48,0,24.22,,
10100,06/03/2023 18:50:01,28.075,79.45,0,24.21,,
10101,06/03/2023 18:51:01,28.088,79.42,0,24.22,,
10102,06/03/2023 18:52:01,28.097,79.27,0,24.2,,
10103,06/03/2023 18:53:01,28.106,79.39,0,24.23,,
10104,06/03/2023 18:54:01,28.117,79.17,0,24.2,,
10105,06/03/2023 18:55:01,28.12,79.29,0,24.22,,
10106,06/03/2023 18:56:01,28.128,79.09,0,24.19,,
10107,06/03/2023 18:57:01,28.137,79,0,24.18,,
10108,06/03/2023 18:58:01,28.142,79.04,0,24.19,,
10109,06/03/2023 18:59:01,28.145,79.37,0,24.26,,
10110,06/03/2023 19:00:01,28.145,78.91,0,24.17,,
10111,06/03/2023 19:01:01,28.143,79.08,0,24.2,,
10112,06/03/2023 19:02:01,28.145,79.02,0,24.19,,
10113,06/03/2023 19:03:01,28.15,78.89,0,24.17,,
10114,06/03/2023 19:04:01,28.159,79.06,0,24.21,,
10115,06/03/2023 19:05:01,28.165,79.05,0,24.22,,
10116,06/03/2023 19:06:01,28.171,79.14,0,24.24,,
10117,06/03/2023 19:07:01,28.18,79.13,0,24.25,,
10118,06/03/2023 19:08:01,28.18,79.01,0,24.22,,
10119,06/03/2023 19:09:01,28.176,79.13,0,24.24,,
10120,06/03/2023 19:10:01,28.185,79.28,0,24.29,,
10121,06/03/2023 19:11:01,28.193,79.42,0,24.32,,
10122,06/03/2023 19:12:01,28.202,79.26,0,24.3,,
10123,06/03/2023 19:13:01,28.207,79.38,0,24.33,,
10124,06/03/2023 19:14:01,28.211,79.37,0,24.33,,
10125,06/03/2023 19:15:01,28.216,79.37,0,24.33,,
10126,06/03/2023 19:16:01,28.215,79.26,0,24.31,,
10127,06/03/2023 19:17:01,28.215,79.17,0,24.29,,
10128,06/03/2023 19:18:01,28.218,79.31,0,24.32,,
10129,06/03/2023 19:19:01,28.222,79.14,0,24.29,,
10130,06/03/2023 19:20:01,28.232,79.15,0,24.3,,
10131,06/03/2023 19:21:01,28.232,79.16,0,24.3,,
10132,06/03/2023 19:22:01,28.239,79.12,0,24.3,,
10133,06/03/2023 19:23:01,28.242,79.06,0,24.29,,
10134,06/03/2023 19:24:01,28.247,79.14,0,24.32,,
10135,06/03/2023 19:25:01,28.252,79.08,0,24.31,,
10136,06/03/2023 19:26:01,28.258,79,0,24.3,,
10137,06/03/2023 19:27:01,28.258,79.11,0,24.32,,
10138,06/03/2023 19:28:01,28.262,79.14,0,24.33,,
10139,06/03/2023 19:29:01,28.269,79.14,0,24.34,,
10140,06/03/2023 19:30:01,28.269,78.98,0,24.3,,
10141,06/03/2023 19:31:01,28.272,79.1,0,24.33,,
10142,06/03/2023 19:32:01,28.28,79.2,0,24.36,,
10143,06/03/2023 19:33:01,28.281,79.05,0,24.33,,
10144,06/03/2023 19:34:01,28.283,79.19,0,24.36,,
10145,06/03/2023 19:35:01,28.289,78.94,0,24.31,,
10146,06/03/2023 19:36:01,28.286,78.96,0,24.31,,
10147,06/03/2023 19:37:01,28.295,78.93,0,24.32,,
10148,06/03/2023 19:38:01,28.298,78.83,0,24.3,,
10149,06/03/2023 19:39:01,28.298,78.85,0,24.3,,
10150,06/03/2023 19:40:01,28.298,78.79,0,24.29,,
10151,06/03/2023 19:41:01,28.303,78.74,0,24.29,,
10152,06/03/2023 19:42:01,28.31,78.65,0,24.27,,
10153,06/03/2023 19:43:01,28.314,79.17,0,24.39,,
10154,06/03/2023 19:44:01,28.315,78.68,0,24.28,,
10155,06/03/2023 19:45:01,28.321,78.83,0,24.32,,
10156,06/03/2023 19:46:01,28.328,78.77,0,24.32,,
10157,06/03/2023 19:47:01,28.331,78.8,0,24.32,,
10158,06/03/2023 19:48:01,28.334,78.84,0,24.34,,
10159,06/03/2023 19:49:01,28.334,78.83,0,24.33,,
10160,06/03/2023 19:50:01,28.337,78.83,0,24.34,,
10161,06/03/2023 19:51:01,28.34,78.82,0,24.34,,
10162,06/03/2023 19:52:01,28.346,78.94,0,24.37,,
10163,06/03/2023 19:53:01,28.351,79.08,0,24.4,,
10164,06/03/2023 19:54:01,28.348,78.96,0,24.38,,
10165,06/03/2023 19:55:01,28.348,79.05,0,24.39,,
10166,06/03/2023 19:56:01,28.355,78.88,0,24.37,,
10167,06/03/2023 19:57:01,28.358,78.95,0,24.38,,
10168,06/03/2023 19:58:01,28.363,78.84,0,24.36,,
10169,06/03/2023 19:59:01,28.369,78.89,0,24.38,,
10170,06/03/2023 20:00:01,28.366,78.87,0,24.37,,
10171,06/03/2023 20:01:01,28.372,78.96,0,24.4,,
10172,06/03/2023 20:02:01,28.376,78.83,0,24.37,,
10173,06/03/2023 20:03:01,28.377,78.89,0,24.39,,
10174,06/03/2023 20:04:01,28.377,78.85,0,24.38,,
10175,06/03/2023 20:05:01,28.377,78.92,0,24.4,,
10176,06/03/2023 20:06:01,28.388,78.81,0,24.38,,
10177,06/03/2023 20:07:01,28.394,78.81,0,24.39,,
10178,06/03/2023 20:08:01,28.402,78.7,0,24.37,,
10179,06/03/2023 20:09:01,28.4,78.77,0,24.39,,
10180,06/03/2023 20:10:01,28.399,78.79,0,24.39,,
10181,06/03/2023 20:11:01,28.405,78.81,0,24.4,,
10182,06/03/2023 20:12:01,28.408,78.78,0,24.39,,
10183,06/03/2023 20:13:01,28.411,78.85,0,24.41,,
10184,06/03/2023 20:14:01,28.414,78.85,0,24.42,,
10185,06/03/2023 20:15:01,28.417,78.91,0,24.43,,
10186,06/03/2023 20:16:01,28.424,78.85,0,24.43,,
10187,06/03/2023 20:17:01,28.43,78.85,0,24.43,,
10188,06/03/2023 20:18:01,28.434,78.75,0,24.41,,
10189,06/03/2023 20:19:01,28.438,78.76,0,24.42,,
10190,06/03/2023 20:20:01,28.439,78.73,0,24.41,,
10191,06/03/2023 20:21:01,28.442,79.09,0,24.49,,
10192,06/03/2023 20:22:01,28.45,78.79,0,24.44,,
10193,06/03/2023 20:23:01,28.459,79.05,0,24.5,,
10194,06/03/2023 20:24:01,28.469,78.83,0,24.46,,
10195,06/03/2023 20:25:01,28.469,78.76,0,24.45,,
10196,06/03/2023 20:26:01,28.473,78.96,0,24.5,,
10197,06/03/2023 20:27:01,28.472,78.93,0,24.49,,
10198,06/03/2023 20:28:01,28.473,79.06,0,24.52,,
10199,06/03/2023 20:29:01,28.467,80.25,0,24.76,,
10200,06/03/2023 20:30:01,28.469,79.83,0,24.68,,
10201,06/03/2023 20:31:01,28.467,79.44,0,24.59,,
10202,06/03/2023 20:32:01,28.469,78.76,0,24.45,,
10203,06/03/2023 20:33:01,28.462,79.74,0,24.65,,
10204,06/03/2023 20:34:01,28.458,79.27,0,24.55,,
10205,06/03/2023 20:35:01,28.462,79.13,0,24.52,,
10206,06/03/2023 20:36:01,28.467,79.46,0,24.6,,
10207,06/03/2023 20:37:01,28.465,79.74,0,24.65,,
10208,06/03/2023 20:38:01,28.462,79.78,0,24.66,,
10209,06/03/2023 20:39:01,28.462,79.57,0,24.62,,
10210,06/03/2023 20:40:01,28.469,79.03,0,24.51,,
10211,06/03/2023 20:41:01,28.47,79.07,0,24.52,,
10212,06/03/2023 20:42:01,28.47,79.69,0,24.65,,
10213,06/03/2023 20:43:01,28.467,79.12,0,24.52,,
10214,06/03/2023 20:44:01,28.473,79,0,24.51,,
10215,06/03/2023 20:45:01,28.475,79,0,24.51,,
10216,06/03/2023 20:46:01,28.475,79.27,0,24.56,,
10217,06/03/2023 20:47:01,28.475,78.98,0,24.5,,
10218,06/03/2023 20:48:01,28.473,78.88,0,24.48,,
10219,06/03/2023 20:49:01,28.467,79.43,0,24.59,,
10220,06/03/2023 20:50:01,28.472,79.15,0,24.54,,
10221,06/03/2023 20:51:01,28.467,79.2,0,24.54,,
10222,06/03/2023 20:52:01,28.464,79.64,0,24.63,,
10223,06/03/2023 20:53:01,28.478,79.02,0,24.51,,
10224,06/03/2023 20:54:01,28.489,78.96,0,24.51,,
10225,06/03/2023 20:55:01,28.484,78.7,0,24.45,,
10226,06/03/2023 20:56:01,28.49,79.23,0,24.57,,
10227,06/03/2023 20:57:01,28.498,79.58,0,24.65,,
10228,06/03/2023 20:58:01,28.509,78.88,0,24.51,,
10229,06/03/2023 20:59:01,28.506,79.2,0,24.58,,
10230,06/03/2023 21:00:01,28.501,79.02,0,24.54,,
10231,06/03/2023 21:01:01,28.51,78.76,0,24.49,,
10232,06/03/2023 21:02:01,28.518,79.5,0,24.66,,
10233,06/03/2023 21:03:01,28.523,79.34,0,24.62,,
10234,06/03/2023 21:04:01,28.521,79.51,0,24.66,,
10235,06/03/2023 21:05:01,28.517,79.89,0,24.73,,
10236,06/03/2023 21:06:01,28.521,78.93,0,24.54,,
10237,06/03/2023 21:07:01,28.526,78.74,0,24.5,,
10238,06/03/2023 21:08:01,28.52,78.74,0,24.5,,
10239,06/03/2023 21:09:01,28.524,78.96,0,24.55,,
10240,06/03/2023 21:10:01,28.527,79.35,0,24.63,,
10241,06/03/2023 21:11:01,28.527,79.32,0,24.63,,
10242,06/03/2023 21:12:01,28.523,79.59,0,24.68,,
10243,06/03/2023 21:13:01,28.524,79.06,0,24.57,,
10244,06/03/2023 21:14:01,28.523,78.78,0,24.51,,
10245,06/03/2023 21:15:01,28.524,78.84,0,24.52,,
10246,06/03/2023 21:16:01,28.535,79.41,0,24.65,,
10247,06/03/2023 21:17:01,28.54,79.05,0,24.58,,
10248,06/03/2023 21:18:01,28.543,78.7,0,24.51,,
10249,06/03/2023 21:19:01,28.535,78.76,0,24.52,,
10250,06/03/2023 21:20:01,28.532,79.35,0,24.64,,
10251,06/03/2023 21:21:01,28.534,79.53,0,24.68,,
10252,06/03/2023 21:22:01,28.531,78.72,0,24.5,,
10253,06/03/2023 21:23:01,28.529,78.62,0,24.48,,
10254,06/03/2023 21:24:01,28.534,78.74,0,24.51,,
10255,06/03/2023 21:25:01,28.541,78.54,0,24.47,,
10256,06/03/2023 21:26:01,28.543,79.16,0,24.61,,
10257,06/03/2023 21:27:01,28.549,78.65,0,24.51,,
10258,06/03/2023 21:28:01,28.554,78.71,0,24.52,,
10259,06/03/2023 21:29:01,28.56,78.8,0,24.55,,
10260,06/03/2023 21:30:01,28.566,78.84,0,24.56,,
10261,06/03/2023 21:31:01,28.565,78.78,0,24.55,,
10262,06/03/2023 21:32:01,28.56,78.95,0,24.58,,
10263,06/03/2023 21:33:01,28.558,78.62,0,24.51,,
10264,06/03/2023 21:34:01,28.56,79.74,0,24.75,,
10265,06/03/2023 21:35:01,28.566,79.2,0,24.64,,
10266,06/03/2023 21:36:01,28.566,78.71,0,24.53,,
10267,06/03/2023 21:37:01,28.565,79.13,0,24.62,,
10268,06/03/2023 21:38:01,28.56,78.92,0,24.57,,
10269,06/03/2023 21:39:01,28.562,78.9,0,24.57,,
10270,06/03/2023 21:40:01,28.569,78.85,0,24.57,,
10271,06/03/2023 21:41:01,28.571,78.81,0,24.56,,
10272,06/03/2023 21:42:01,28.574,79.82,0,24.78,,
10273,06/03/2023 21:43:01,28.571,79.63,0,24.73,,
10274,06/03/2023 21:44:01,28.571,78.89,0,24.58,,
10275,06/03/2023 21:45:01,28.571,79.54,0,24.71,,
10276,06/03/2023 21:46:01,28.577,78.98,0,24.6,,
10277,06/03/2023 21:47:01,28.582,78.98,0,24.61,,
10278,06/03/2023 21:48:01,28.585,79.39,0,24.7,,
10279,06/03/2023 21:49:01,28.591,79.58,0,24.74,,
10280,06/03/2023 21:50:01,28.596,79.44,0,24.72,,
10281,06/03/2023 21:51:01,28.594,78.94,0,24.61,,
10282,06/03/2023 21:52:01,28.597,79.06,0,24.64,,
10283,06/03/2023 21:53:01,28.6,79.9,0,24.82,,
10284,06/03/2023 21:54:01,28.6,79.62,0,24.76,,
